,id,major,gender,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,academic,campus,internship,AtRisk_academic,AtRisk_campus,AtRisk_internship,At_Risk,graduate_program,goverment,industry,placement,annual
2585,2585,Computer Science,M,76.36363636363636,75.14450867052022,62.2093023255814,57.5,62.81588447653429,72.35023041474655,76.97368421052632,72.07792207792208,70.5607476635514,79.66101694915254,70.56569331521712,10,7,1,0,0,1,0.2950816775532801,0.3921161407477518,0.3800240601862094,1.0672218784872411,107715.62745462637
2586,2586,Liberal Arts,M,71.51515151515152,79.1907514450867,66.86046511627907,83.5,86.64259927797833,74.65437788018433,80.92105263157895,75.32467532467533,69.62616822429906,57.20338983050848,74.54386312457417,17,5,1,0,0,1,0.4568109670745074,0.6490559561295566,0.428293540530407,1.5341604637344712,123643.58712940835
2587,2587,Computer Science,M,84.84848484848484,88.4393063583815,77.32558139534883,70.0,71.48014440433214,90.78341013824885,86.84210526315789,86.36363636363636,84.57943925233644,90.2542372881356,83.09163453120625,5,14,0,0,0,0,0.4991720740402181,0.3078672919694758,0.5408154388794855,1.3478548048891794,158897.10051422456
2588,2588,Computer Science,M,76.36363636363636,78.61271676300578,72.09302325581395,61.5,64.25992779783394,76.036866359447,84.86842105263158,77.92207792207792,77.10280373831776,87.28813559322033,75.60476088459846,7,3,0,0,0,0,0.29167704704587594,0.2695772737478901,0.2426826527209249,0.803936973514691,97626.87988424551
2589,2589,Electric Engineering,M,78.78787878787878,82.65895953757226,68.02325581395348,60.5,60.288808664259925,76.95852534562212,81.57894736842105,85.71428571428571,72.89719626168224,81.77966101694915,74.91875185106247,7,3,1,0,0,1,0.2799419586582966,0.2670524314727321,0.24085770932151968,0.7878520994525484,98186.58603507363
2590,2590,Mathmatics,F,88.48484848484848,87.28323699421965,79.06976744186046,69.0,71.48014440433214,90.78341013824885,90.13157894736842,83.76623376623377,85.04672897196262,94.49152542372882,83.95374745728031,7,15,0,0,0,0,0.5566854454795641,0.3923175395697175,0.5974219359761953,1.5464249210254768,163618.65222188595
2591,2591,Mathmatics,F,75.75757575757575,80.34682080924856,73.25581395348837,61.0,61.01083032490975,77.88018433179724,76.3157894736842,77.92207792207792,78.97196261682242,84.32203389830508,74.67830890879094,7,4,1,0,0,1,0.2860111972193203,0.2738351520206695,0.2679288285179871,0.8277751777579769,84661.27461586377
2592,2592,Computer Science,F,87.87878787878788,84.97109826589596,66.27906976744185,68.0,75.09025270758123,90.3225806451613,92.10526315789474,80.51948051948052,77.10280373831776,88.55932203389831,81.08286587144596,6,14,0,0,0,0,0.4811011704345468,0.337278856150206,0.5487728091524794,1.3671528357372322,159980.38069214183
2593,2593,Information Science,F,72.72727272727273,86.70520231213872,83.72093023255815,88.0,81.5884476534296,72.8110599078341,69.73684210526316,82.46753246753246,87.38317757009345,62.71186440677966,78.7852329382902,18,7,0,0,0,0,0.5660215808700508,0.7168063594569816,0.5082992377066983,1.7911271780337308,157868.80290931824
2594,2594,Mathmatics,M,81.81818181818181,75.14450867052022,64.53488372093024,57.0,61.73285198555957,77.41935483870968,75.65789473684211,70.12987012987013,75.23364485981308,82.62711864406779,72.12983094044947,6,5,1,0,0,1,0.23630672462353663,0.2353184003477123,0.2755588767788353,0.7471840017500841,71112.9214971396
2595,2595,Computer Science,M,78.78787878787878,80.34682080924856,66.86046511627907,62.5,66.7870036101083,80.64516129032258,82.89473684210526,76.62337662337663,74.76635514018692,83.47457627118644,75.36863744906925,9,7,0,0,0,0,0.36095063418146145,0.37298848248708355,0.3794998458032193,1.1134389624717642,141632.68207961234
2596,2596,Computer Science,M,78.18181818181819,77.45664739884393,66.86046511627907,62.0,67.14801444043322,75.57603686635944,84.86842105263158,75.32467532467533,70.09345794392523,78.38983050847457,73.58993668334406,9,2,1,0,1,2,0.2796119545585499,0.32810368104988474,0.23621432214041518,0.8439299577488498,86325.21511724281
2597,2597,Liberal Arts,F,70.3030303030303,79.76878612716763,75.0,80.5,80.86642599277978,70.96774193548387,76.97368421052632,77.92207792207792,73.83177570093459,60.59322033898305,74.67267425309836,17,8,1,0,0,1,0.4895614468175366,0.6725330405631699,0.5117684679012878,1.6738629552819941,170399.1771474912
2598,2598,Electric Engineering,F,85.45454545454545,89.59537572254335,83.72093023255815,66.0,62.09386281588448,76.95852534562212,78.94736842105263,90.9090909090909,87.38317757009345,88.98305084745763,81.00459273188481,5,6,0,0,0,0,0.38201181910374993,0.2388446499397474,0.3135773965908161,0.9344338656343134,110864.89451511484
2599,2599,Electric Engineering,M,81.81818181818181,89.01734104046243,77.32558139534883,68.5,67.14801444043322,85.25345622119816,83.55263157894737,90.25974025974025,78.50467289719626,82.20338983050847,80.35830094820169,1,11,0,1,0,1,0.3567008819588392,0.12758513041970906,0.3972072304096933,0.8814932427882416,89217.7090307524
2600,2600,Information Science,F,69.6969696969697,84.97109826589596,84.30232558139535,82.0,79.06137184115524,69.12442396313364,71.71052631578948,79.87012987012987,84.57943925233644,66.52542372881356,77.18417085156193,19,9,0,0,0,0,0.575289699161225,0.76305381117466,0.5727627087431478,1.9111062190790329,170113.19657960997
2601,2601,Computer Science,M,76.36363636363636,73.98843930635839,56.97674418604651,56.0,61.371841155234655,76.036866359447,80.26315789473684,72.72727272727273,67.28971962616822,76.69491525423729,69.7712592873138,4,3,1,1,0,2,0.14301212306950323,0.13769280098311826,0.18726069853689276,0.46796562258951424,65273.85865558772
2602,2602,Electric Engineering,M,80.60606060606061,89.01734104046243,82.55813953488372,66.0,62.09386281588448,75.57603686635944,80.92105263157895,94.15584415584415,78.03738317757009,78.8135593220339,78.77792801506779,5,13,0,0,0,0,0.41519810855567657,0.284323117099701,0.5016292241263435,1.201150449781721,131623.9258163967
2603,2603,Electric Engineering,F,84.84848484848484,89.59537572254335,87.20930232558139,68.0,66.06498194945848,88.0184331797235,81.57894736842105,88.31168831168831,88.78504672897196,91.52542372881356,83.39376841636866,5,20,0,0,0,0,0.5654344635726138,0.35498528497735443,0.7078837048927501,1.6283034534427183,156719.87136904226
2604,2604,Others,F,76.96969696969697,89.01734104046243,76.74418604651163,86.0,83.39350180505416,76.036866359447,81.57894736842105,85.06493506493507,79.90654205607477,65.2542372881356,79.99662539987386,17,6,0,0,0,0,0.5602699821118802,0.6767924025204054,0.4705099082226746,1.7075722928549601,132298.85687796376
2605,2605,Others,F,76.36363636363636,83.23699421965318,73.25581395348837,80.5,81.94945848375451,79.26267281105991,84.21052631578948,79.87012987012987,72.42990654205607,65.67796610169492,77.67571046612628,17,13,0,0,0,0,0.5918439974213984,0.7219239836766538,0.6583110082854261,1.972078989383478,171592.8905468254
2606,2606,Mathmatics,M,87.87878787878788,85.54913294797687,77.90697674418605,69.0,72.92418772563177,88.0184331797235,82.89473684210526,78.57142857142857,85.04672897196262,88.55932203389831,81.63497348957007,10,10,0,0,0,0,0.5149832952231836,0.4558593986668436,0.4926031768542351,1.4634458707442624,148306.92210599524
2607,2607,Liberal Arts,M,88.48484848484848,89.01734104046243,77.32558139534883,89.0,93.14079422382672,90.78341013824885,86.84210526315789,77.92207792207792,86.44859813084112,75.0,85.39647565988123,17,16,0,0,0,0,0.7544648544256487,0.7733431004128873,0.7619822971947502,2.2897902520332862,244404.82594565104
2608,2608,Electric Engineering,M,75.75757575757575,83.23699421965318,77.90697674418605,63.5,61.73285198555957,77.41935483870968,76.3157894736842,83.76623376623377,83.64485981308411,86.86440677966101,77.01450433783475,3,10,0,1,0,1,0.32190196539167126,0.18122028183874472,0.38720352448069795,0.8903257717111139,110715.29435860075
2609,2609,Liberal Arts,F,84.24242424242425,89.01734104046243,70.34883720930233,89.5,93.86281588447653,88.0184331797235,90.13157894736842,80.51948051948052,78.03738317757009,69.49152542372882,83.3169819624537,17,16,0,0,0,0,0.7188923748404422,0.7656895662150551,0.7564503608619815,2.241032301917479,241834.63110298425
2610,2610,Computer Science,M,90.3030303030303,86.70520231213872,75.0,70.0,77.61732851985559,93.54838709677419,96.05263157894737,85.06493506493507,81.30841121495327,91.52542372881356,84.7125349819448,6,18,0,0,0,0,0.5839207704956345,0.381308442979868,0.6692715853387063,1.6345007988142088,198628.65272985274
2611,2611,Mathmatics,M,76.36363636363636,73.41040462427746,61.627906976744185,54.5,58.84476534296029,72.35023041474655,72.36842105263158,69.48051948051948,74.29906542056075,81.35593220338983,69.46008818794664,8,4,1,0,0,1,0.21303838741222916,0.29143439326135107,0.26734831070459103,0.7718210913781713,56871.34939650752
2612,2612,Electric Engineering,M,74.54545454545455,83.23699421965318,79.06976744186046,60.5,55.95667870036101,69.5852534562212,75.0,84.41558441558442,83.17757009345794,85.59322033898304,75.10805232115759,9,0,0,0,1,1,0.28521665899508325,0.3183557429344156,0.18483135585522634,0.7884037577847252,50234.70838592308
2613,2613,Mathmatics,M,92.72727272727273,88.4393063583815,76.74418604651163,67.0,69.31407942238268,88.0184331797235,82.89473684210526,79.22077922077922,91.58878504672897,96.1864406779661,83.21340195218517,5,12,0,0,0,0,0.48089040243308523,0.2929801226830509,0.48571786194485833,1.2595883870609945,127078.3151668671
2614,2614,Electric Engineering,M,84.24242424242425,91.32947976878613,86.62790697674419,73.0,69.67509025270758,86.17511520737327,83.55263157894737,89.6103896103896,86.44859813084112,84.7457627118644,83.54073984800779,7,18,0,0,0,0,0.5801674018252879,0.41380047117474417,0.6794554996319082,1.6734233726319403,171211.73122605158
2615,2615,Others,F,93.33333333333333,98.26589595375722,91.86046511627907,97.0,94.94584837545126,94.00921658986175,94.73684210526316,97.40259740259741,86.91588785046729,75.84745762711864,92.4317544354129,14,19,0,0,0,0,0.8564843699919273,0.7118249093950664,0.8239265482575735,2.3922358276445674,211567.4791198422
2616,2616,Information Science,F,73.33333333333333,84.39306358381504,85.46511627906976,83.5,80.14440433212997,64.51612903225806,69.73684210526316,77.27272727272727,89.7196261682243,66.10169491525424,77.4182937022075,19,3,0,0,0,0,0.5182006876537579,0.7179095001603367,0.4071210102276247,1.6432311980417191,127254.49155125444
2617,2617,Liberal Arts,M,72.12121212121212,79.1907514450867,67.44186046511628,81.0,85.5595667870036,75.57603686635944,85.52631578947368,75.32467532467533,71.02803738317758,62.28813559322034,75.50565917753251,19,-1,0,0,1,1,0.4447532265065176,0.68019942415089,0.2911899449326064,1.416142595590014,139425.73258493908
2618,2618,Mathmatics,M,78.18181818181819,75.72254335260115,68.02325581395348,59.5,60.288808664259925,69.12442396313364,71.71052631578948,72.72727272727273,82.71028037383178,83.47457627118644,72.14635056638467,8,8,1,0,0,1,0.299719772311475,0.3319917908291632,0.3853374058159862,1.0170489689566244,109532.94638219083
2619,2619,Computer Science,F,93.93939393939394,90.17341040462428,70.93023255813954,69.5,72.56317689530685,92.62672811059907,98.02631578947368,88.96103896103897,78.03738317757009,90.67796610169492,84.54356459378413,8,9,0,0,0,0,0.5219727844105427,0.3852871504476122,0.4460276284692584,1.3532875633274133,125210.58153666055
2620,2620,Computer Science,F,75.15151515151516,78.03468208092485,65.69767441860465,62.5,63.898916967509024,75.11520737327189,84.21052631578948,83.76623376623377,66.82242990654206,77.11864406779661,73.23158300481876,10,4,1,0,0,1,0.310138237534643,0.378924895752217,0.3039836862425083,0.9930468195293682,118377.35881171419
2621,2621,Mathmatics,F,81.21212121212122,79.1907514450867,69.18604651162791,62.5,66.4259927797834,82.48847926267281,78.94736842105263,70.12987012987013,85.04672897196262,91.94915254237289,76.70765112765503,5,12,0,0,0,0,0.3696009627592231,0.2690358392838212,0.46841105336800193,1.1070478554110461,110880.81020445278
2622,2622,Liberal Arts,M,81.21212121212122,89.59537572254335,83.13953488372093,89.0,89.53068592057761,80.64516129032258,79.60526315789474,81.16883116883118,86.91588785046729,66.94915254237289,82.77620137488518,16,10,0,0,0,0,0.6322558880036208,0.6808884425618053,0.5754460776040248,1.888590408169451,165350.03595774755
2623,2623,Electric Engineering,M,70.9090909090909,79.1907514450867,73.83720930232558,60.0,55.95667870036101,72.35023041474655,71.71052631578948,80.51948051948052,74.29906542056075,77.96610169491525,71.67391347223567,4,9,1,1,0,2,0.23665352113620367,0.1907014763545392,0.35858672037241635,0.7859417178631593,92592.33403739493
2624,2624,Others,M,78.18181818181819,87.28323699421965,74.4186046511628,85.5,84.47653429602889,79.72350230414746,88.8157894736842,91.55844155844156,73.83177570093459,65.67796610169492,80.94676692621323,19,10,0,0,0,0,0.6498361944143114,0.7845696352896705,0.6104828416907029,2.044888671394685,178335.41086544044
2625,2625,Others,F,74.54545454545455,86.70520231213872,77.32558139534883,86.0,85.1985559566787,80.64516129032258,80.26315789473684,82.46753246753246,78.97196261682242,64.83050847457628,79.69531169536114,17,10,0,0,0,0,0.5958449417541097,0.7063540871664734,0.5805513568946354,1.8827503858152186,188913.9214895183
2626,2626,Computer Science,F,87.87878787878788,84.97109826589596,74.4186046511628,69.0,72.56317689530685,84.33179723502305,92.10526315789474,85.06493506493507,78.97196261682242,88.98305084745763,81.82886766132864,9,13,0,0,0,0,0.5325553751479497,0.4427712235974865,0.5629500786648081,1.5382766774102443,174823.0785194818
2627,2627,Computer Science,M,86.66666666666667,86.70520231213872,76.16279069767442,65.0,68.59205776173285,89.86175115207374,89.47368421052632,85.71428571428571,77.57009345794393,89.83050847457628,81.55770404476186,2,13,0,1,0,1,0.4138746470355008,0.1841396372040373,0.4691205894238038,1.067134873663342,131966.24929253175
2628,2628,Mathmatics,F,85.45454545454545,83.81502890173411,71.51162790697674,66.0,70.7581227436823,82.48847926267281,84.86842105263158,80.51948051948052,85.51401869158879,93.64406779661017,80.45737923299227,12,13,0,0,0,0,0.5579694516151048,0.5481378773256594,0.5992050855533159,1.70531241449408,192891.45528197556
2629,2629,Computer Science,M,81.81818181818181,79.76878612716763,66.86046511627907,59.5,65.70397111913357,82.02764976958525,86.1842105263158,75.97402597402598,75.23364485981308,88.13559322033899,76.12065285308412,6,5,0,0,0,0,0.30457499164978846,0.25000653911129334,0.28617539019429955,0.8407569209553813,68055.50403446681
2630,2630,Computer Science,M,80.60606060606061,82.08092485549133,68.02325581395348,64.0,63.898916967509024,76.036866359447,80.92105263157895,79.87012987012987,77.57009345794393,83.47457627118644,75.64818768333006,8,9,0,0,0,0,0.369805642023293,0.3525478969115286,0.42236385935782206,1.1447173982926437,127731.4671728826
2631,2631,Others,M,85.45454545454545,88.4393063583815,70.93023255813954,87.0,89.53068592057761,88.0184331797235,94.07894736842105,87.66233766233766,73.3644859813084,67.79661016949153,83.22755846529262,16,17,0,0,0,0,0.7112532689650225,0.7362233144367566,0.770622065291448,2.218098648693227,235112.2707440217
2632,2632,Computer Science,M,86.66666666666667,82.65895953757226,70.34883720930233,63.0,66.06498194945848,80.64516129032258,87.5,82.46753246753246,78.97196261682242,88.98305084745763,78.73071525851348,6,3,0,0,0,0,0.3288588842690988,0.24427748883304098,0.23769725598659944,0.8108336290887392,71648.62380450906
2633,2633,Computer Science,M,83.63636363636364,82.65895953757226,61.04651162790697,65.0,70.3971119133574,89.40092165898618,92.10526315789474,80.51948051948052,71.02803738317758,86.86440677966101,78.26570562144005,6,11,0,0,0,0,0.402362936864652,0.30390735753181974,0.4581462485745883,1.1644165429710602,144094.19296131498
2634,2634,Others,M,78.78787878787878,87.86127167630057,75.0,89.0,85.5595667870036,74.19354838709677,85.52631578947368,87.66233766233766,77.10280373831776,61.440677966101696,80.21344007945106,20,9,0,0,0,0,0.6434010716209275,0.8110077711851055,0.5941224302091414,2.048531273015174,181290.68339659856
2635,2635,Mathmatics,M,89.6969696969697,88.4393063583815,72.09302325581395,69.0,73.64620938628158,94.47004608294931,90.78947368421052,79.22077922077922,83.17757009345794,94.49152542372882,83.50249032025727,3,12,0,1,0,1,0.45325217781554766,0.2204345138975895,0.45988458101333984,1.133571272726477,142853.89679417247
2636,2636,Mathmatics,F,80.60606060606061,76.30057803468208,68.02325581395348,61.0,65.34296028880867,72.35023041474655,76.97368421052632,72.72727272727273,78.50467289719626,83.05084745762711,73.48795624508737,11,6,1,0,0,1,0.3511802344060578,0.43200860035828775,0.37338836675888715,1.1565772015232327,128872.93177706632
2637,2637,Information Science,M,78.78787878787878,91.32947976878613,87.20930232558139,90.0,85.5595667870036,77.41935483870968,71.71052631578948,83.11688311688312,88.78504672897196,64.83050847457628,81.87485471441806,16,15,0,0,0,0,0.6677488252357057,0.7159093840346532,0.711602052497897,2.0952602617682556,231327.4954145806
2638,2638,Electric Engineering,M,79.39393939393939,84.39306358381504,76.74418604651163,61.5,58.12274368231047,77.88018433179724,73.02631578947368,82.46753246753246,75.23364485981308,79.66101694915254,74.84226271043455,4,14,1,1,0,2,0.3417639688480668,0.24070085069003525,0.5055690318082074,1.0880338513463095,130642.49779977751
2639,2639,Mathmatics,M,76.96969696969697,78.61271676300578,70.93023255813954,59.5,61.73285198555957,75.11520737327189,78.94736842105263,74.02597402597402,85.04672897196262,90.67796610169492,75.15587431703578,6,0,0,0,1,1,0.23715952416978592,0.20811736186228702,0.14505508874879153,0.5903319747808644,83217.54610177022
2640,2640,Computer Science,F,83.03030303030303,84.97109826589596,75.0,71.0,75.81227436823104,89.40092165898618,90.13157894736842,82.46753246753246,78.50467289719626,85.16949152542372,81.54878731609371,5,12,0,0,0,0,0.45241497582667095,0.28685354242012506,0.48128960029787937,1.2205581185446754,131074.24438341934
2641,2641,Computer Science,F,83.63636363636364,86.1271676300578,75.0,66.5,69.67509025270758,87.09677419354838,89.47368421052632,82.46753246753246,81.30841121495327,91.10169491525424,81.23867185209437,4,10,0,1,0,1,0.41045364740888485,0.23357204065424592,0.4117419529812513,1.0557676410443821,135537.74595952587
2642,2642,Computer Science,M,85.45454545454545,83.23699421965318,73.25581395348837,65.5,71.84115523465704,89.86175115207374,88.15789473684211,79.22077922077922,79.4392523364486,90.67796610169492,80.66461524101825,6,9,0,0,0,0,0.4230347828721634,0.297401163726045,0.4091063989025615,1.12954234550077,108599.77737693864
2643,2643,Computer Science,M,84.84848484848484,80.92485549132948,68.02325581395348,62.0,66.7870036101083,81.10599078341014,82.89473684210526,74.02597402597402,76.6355140186916,82.20338983050847,75.94492052645657,8,10,0,0,0,0,0.3850639801634007,0.36130768199631796,0.45086399093744955,1.1972356530971684,120725.94751357903
2644,2644,Information Science,M,76.96969696969697,90.7514450867052,84.88372093023256,93.5,87.00361010830325,76.036866359447,76.3157894736842,85.71428571428571,87.85046728971963,64.40677966101696,82.34326615930914,16,13,0,0,0,0,0.6553969563873899,0.7022980310177214,0.6574266291974882,2.0151216166026,206552.69182114606
2645,2645,Computer Science,M,89.6969696969697,87.86127167630057,74.4186046511628,66.5,70.3971119133574,95.39170506912443,90.78947368421052,87.01298701298701,78.97196261682242,91.52542372881356,83.25655100497484,3,20,0,1,0,1,0.5305037169071051,0.28087066645365133,0.6809163515506182,1.4922907349113745,186123.87007877068
2646,2646,Computer Science,M,81.21212121212122,76.30057803468208,60.46511627906977,58.5,64.25992779783394,77.88018433179724,83.55263157894737,71.42857142857143,73.3644859813084,85.59322033898304,73.25568369833147,9,-1,1,0,1,2,0.2433471211750547,0.3038704720479472,0.15219287170404708,0.699410464927049,86968.81461104986
2647,2647,Liberal Arts,M,77.57575757575758,82.08092485549133,71.51162790697674,87.5,90.61371841155234,75.57603686635944,80.92105263157895,77.27272727272727,76.6355140186916,61.440677966101696,78.1128037505237,19,5,0,0,0,0,0.5504458608806767,0.7358009620463969,0.46439007486409006,1.7506368977911637,171195.20896145955
2648,2648,Others,M,79.39393939393939,82.65895953757226,75.0,83.0,84.11552346570397,75.11520737327189,80.26315789473684,78.57142857142857,76.16822429906541,61.440677966101696,77.572711850182,15,11,0,0,0,0,0.5371339445571204,0.6325999749334731,0.5760131783258989,1.7457470978164924,164575.69156145866
2649,2649,Electric Engineering,M,76.96969696969697,89.01734104046243,81.97674418604652,65.5,60.64981949458484,82.02764976958525,76.97368421052632,90.9090909090909,82.71028037383178,84.7457627118644,79.14800696656894,2,14,0,1,0,1,0.3828359354446932,0.18293846208852466,0.4904209886684112,1.0561953862016291,125248.17699849288
2650,2650,Liberal Arts,M,93.33333333333333,95.3757225433526,79.65116279069767,94.5,94.94584837545126,92.62672811059907,95.39473684210526,89.6103896103896,84.57943925233644,72.88135593220339,89.28987167904685,19,21,0,0,0,0,0.9045616446793557,0.8996205872937716,0.9374957246573264,2.7416779566304537,267585.9078917606
2651,2651,Mathmatics,M,73.93939393939394,78.03468208092485,71.51162790697674,57.5,58.84476534296029,74.19354838709677,75.65789473684211,73.37662337662337,78.03738317757009,82.20338983050847,72.32993087788967,3,10,1,1,0,2,0.24176616407837898,0.16397880463576,0.3747414707804862,0.7804864394946252,114680.87788241604
2652,2652,Mathmatics,M,80.60606060606061,72.83236994219654,59.30232558139535,52.5,58.48375451263538,73.73271889400921,75.0,68.18181818181819,73.3644859813084,85.59322033898304,69.95967540384069,6,4,1,0,0,1,0.1890010229348877,0.2196635211978151,0.2420750056103222,0.6507395497430251,54910.2383122738
2653,2653,Liberal Arts,M,84.84848484848484,88.4393063583815,80.23255813953489,89.5,89.16967509025271,81.5668202764977,79.60526315789474,82.46753246753246,86.91588785046729,67.79661016949153,83.05421383585376,16,13,0,0,0,0,0.6675586531221861,0.7049146594605173,0.6593179151809175,2.031791227763621,203493.81931072805
2654,2654,Information Science,F,74.54545454545455,82.65895953757226,77.90697674418605,85.5,81.94945848375451,66.82027649769586,72.36842105263158,76.62337662337663,78.97196261682242,57.6271186440678,75.49720047455617,19,1,0,0,1,1,0.46497319302791695,0.6955036238660286,0.34658894938043705,1.5070657662743825,134826.30656527978
2655,2655,Mathmatics,M,76.36363636363636,80.92485549132948,76.74418604651163,63.0,62.454873646209386,73.73271889400921,75.65789473684211,75.32467532467533,85.04672897196262,85.59322033898304,75.48427898141593,8,4,0,0,0,0,0.3160901082629209,0.3136063047747738,0.2833740577251994,0.9130704707628942,67260.50646305681
2656,2656,Electric Engineering,M,80.60606060606061,92.48554913294798,87.79069767441861,70.5,65.34296028880867,83.41013824884793,78.28947368421052,93.50649350649351,89.7196261682243,86.86440677966101,82.85154060896733,1,18,0,1,0,1,0.47062735462141325,0.1904351095053852,0.5978151000942512,1.2588775642210497,166935.5066690123
2657,2657,Liberal Arts,M,80.0,83.81502890173411,74.4186046511628,82.5,85.92057761732852,76.036866359447,87.5,83.11688311688312,73.83177570093459,63.559322033898304,79.06990583813885,21,2,0,0,1,1,0.5688548195220247,0.7899301517226238,0.4104062520722451,1.7691912233168936,122851.22792427745
2658,2658,Computer Science,M,78.18181818181819,78.61271676300578,68.6046511627907,59.5,64.25992779783394,76.95852534562212,85.52631578947368,77.92207792207792,76.16822429906541,87.28813559322033,75.3022392854908,11,9,0,0,0,0,0.41276293193889446,0.46168902983353854,0.4613470409758007,1.3357990027482338,157904.7615964878
2659,2659,Information Science,F,81.81818181818181,92.48554913294798,95.93023255813954,97.5,90.61371841155234,76.95852534562212,77.63157894736842,85.06493506493507,94.39252336448598,67.79661016949153,86.01918548127249,18,13,0,0,0,0,0.7508618617414236,0.7894367698462766,0.6938077517153254,2.2341063833030255,218745.214792001
2660,2660,Information Science,M,76.96969696969697,86.1271676300578,87.20930232558139,90.5,88.4476534296029,73.73271889400921,75.0,78.57142857142857,89.25233644859813,62.71186440677966,80.85221686757546,22,10,0,0,0,0,0.6970939841583393,0.8946360346785794,0.6501348012945668,2.2418648201314855,211303.81996720954
2661,2661,Mathmatics,M,81.81818181818181,75.72254335260115,70.34883720930233,60.5,62.454873646209386,73.73271889400921,73.6842105263158,66.88311688311688,79.4392523364486,84.32203389830508,72.89057685644903,7,1,1,0,1,2,0.22488268932021713,0.24425244291618303,0.1800407860975104,0.6491759183339105,89661.30634772942
2662,2662,Electric Engineering,F,89.0909090909091,95.95375722543352,90.69767441860465,74.5,71.11913357400722,87.09677419354838,83.55263157894737,98.05194805194805,88.78504672897196,86.44067796610169,86.52885528284722,3,18,0,1,0,1,0.5661161293084614,0.2775789838982486,0.6341999345723477,1.4778950477790578,166883.65004747652
2663,2663,Computer Science,M,78.18181818181819,76.30057803468208,62.2093023255814,57.0,63.537906137184116,79.72350230414746,84.86842105263158,75.32467532467533,69.62616822429906,84.32203389830508,73.10944054833243,8,10,1,0,0,1,0.33655935917760077,0.3508717556904638,0.4433209554710631,1.1307520703391276,111242.04472558145
2664,2664,Computer Science,F,88.48484848484848,90.7514450867052,78.48837209302326,74.0,76.53429602888086,93.54838709677419,96.71052631578948,91.55844155844156,84.11214953271028,92.79661016949153,86.69850763666649,8,12,0,0,0,0,0.5893829201311792,0.41622137212335464,0.5348925374331999,1.5404968296877337,144142.15538917496
2665,2665,Computer Science,M,86.66666666666667,78.61271676300578,63.95348837209303,60.5,65.70397111913357,81.5668202764977,84.21052631578948,73.37662337662337,76.6355140186916,87.71186440677967,75.89381913152809,9,8,0,0,0,0,0.38011689071702603,0.3825890688719433,0.4086077043675665,1.1713136639565358,95401.17897865536
2666,2666,Electric Engineering,F,75.75757575757575,89.59537572254335,81.3953488372093,70.5,66.06498194945848,77.88018433179724,78.94736842105263,93.50649350649351,84.57943925233644,83.89830508474576,80.21250728632124,6,11,0,0,0,0,0.4356655444013334,0.3110725214065635,0.46332519327443206,1.210063259082329,117648.19818546838
2667,2667,Electric Engineering,M,78.18181818181819,88.4393063583815,88.37209302325581,68.0,64.25992779783394,81.5668202764977,75.0,86.36363636363636,85.04672897196262,84.32203389830508,79.95523648716912,0,13,0,1,0,1,0.35387886604102936,0.10463219536176153,0.4382553302931719,0.8967663916959627,119681.57468811097
2668,2668,Electric Engineering,M,68.48484848484848,78.03468208092485,72.09302325581395,57.0,54.87364620938628,64.97695852534562,69.73684210526316,79.22077922077922,76.16822429906541,77.54237288135593,69.8131377062783,5,-1,1,0,1,2,0.11929091206693401,0.14398106637079064,0.08983025330974066,0.3531022317474653,62061.24295293954
2669,2669,Electric Engineering,M,83.63636363636364,94.79768786127168,86.04651162790698,72.5,68.59205776173285,88.94009216589862,88.8157894736842,100.0,84.11214953271028,89.40677966101696,85.68474317205852,4,20,0,1,0,1,0.5883328742771019,0.3266123745846619,0.7006770683956424,1.6156223172574062,156161.56143905438
2670,2670,Electric Engineering,M,81.21212121212122,85.54913294797687,83.72093023255815,65.0,62.81588447653429,73.27188940092167,80.26315789473684,90.25974025974025,82.24299065420561,84.32203389830508,78.86578809771001,11,3,0,0,0,0,0.41262813827543765,0.4287986032563633,0.3045623889937087,1.1459891305255097,127354.56750878222
2671,2671,Liberal Arts,F,81.21212121212122,89.01734104046243,75.5813953488372,90.0,92.05776173285199,81.5668202764977,89.47368421052632,82.46753246753246,84.57943925233644,69.0677966101695,83.50238921513352,19,4,0,0,0,0,0.6324594895501657,0.7479695556731455,0.45101687100016946,1.8314459162234806,158467.37648423304
2672,2672,Electric Engineering,M,70.9090909090909,79.76878612716763,77.90697674418605,56.0,53.068592057761734,67.74193548387096,73.6842105263158,86.36363636363636,75.70093457943925,82.62711864406779,72.37712814355365,4,7,1,1,0,2,0.22831827084698475,0.1779543118299516,0.30503592820261827,0.7113085108795546,97273.48025305007
2673,2673,Electric Engineering,F,74.54545454545455,83.23699421965318,77.90697674418605,62.0,55.5956678700361,71.88940092165899,73.02631578947368,89.6103896103896,76.6355140186916,79.23728813559322,74.3684001855137,0,5,1,1,0,2,0.17685001489736774,0.022728630950717876,0.20170702157347867,0.40128566742156424,44849.913356332756
2674,2674,Mathmatics,M,83.03030303030303,77.45664739884393,75.5813953488372,61.0,66.06498194945848,79.26267281105991,74.34210526315789,69.48051948051948,81.77570093457943,86.86440677966101,75.48587329964202,7,10,0,0,0,0,0.3609196414945571,0.32281337171002406,0.4363416570954795,1.1200746703000606,118392.22103518722
